,MHHNB11,EN,SKES1,T84,KYSE270,NCIH441,OAW42,ES4,LOVO,TE8,RMGI,22RV1,NB6,RD,GI1,SNU398,IM95,NCIH82,PATU8988T,BXPC3,T24,KPNYN,CASKI,BFTC905,OVMIU,SKMG1,HS939T,LS180,NCIH1975,A549,MKN45,NCIH1155,HSC4,NCIH460,DU145,CALU6,SNU387,HCC366,CAOV4,NB5,GCIY,WM115,IGR1,OVISE,CORL105,NCIH1993,JIMT1,NCIN87,PANC0327,NCIH1581,CORL23,VCAP,TE1,C32,EPLC272H,HCC2998,EW16,JHU029,HT29,NCIH3122,OE33,GAMG,LNZTA3WT4,RVH421,NCIH1648,NCIH1755,CAMA1,LB771HNC,NCIH747,KYSE220,NCIH1792,KYSE150,PCI6A,VAESBJ,OCUM1,EW7,NCIH2110,LU135,NB1,BCPAP,A375,UACC893,NCIH2452,MDAMB231,HEC1,MFE280,DIFI,SF126,HCT15,DETROIT562,SCH,IPC298,KYSE410,SKGT4,ES8,COLO678,769P,KNS42,ESO26,NCIH358,PC14,2313287,NCIH1915,SKNAS,KP1N,HCC1395,DU4475,FADU,SKMEL30,CAL33,NCIH522,CAOV3,NCIH2172,RT112,EFO21,SUIT2,HCC70,OVCA420,TGW,KYSE510,ONS76,RL952,NH12,SJSA1,SAT,NCIH838,SNU16,MFE296,KYAE1,TT2609C02,IHH4,SKNSH,A2058,NCIH1666,DBTRG05MG,NCIH28,OVK18,T47D,MDAMB157,HSC39,NCIH647,G292CLONEA141B1,SKGT2,HCC1187,SF295,KYSE70,MS751,EW1,NOS1,NB13,SH4,SNU1,OCUBM,HCC78,8305C,DANG,MOGGUVW,HUH7,SW948,NCIH2087,YH13,CA922,ESO51,NCIH211,A673,HGC27,CAL62,ISTMEL1,TOV112D,OC314,A2780,TYKNU,SW954,RERFLCSQ1,CCK81,MSTO211H,OSRC2,SHP77,SKHEP1,KP4,CORL279,AU565,VMRCLCD,H4,GP5D,TE11,YKG1,MDST8,HSC2,HCC38,PANC0813,HUPT3,JHH7,D542MG,BECKER,BT549,HCT116,MDAMB415,NCIH1693,AM38,NCIH2009,NCIH1437,HCC15,SKUT1,CAL51,T98G,MDAMB453,MKN28,RERFGC1B,JHU011,SNU449,NB7,JHH6,MHHES1,DOTC24510,COLO679,SKMEL2,KM12,D283MED,CL11,NCIH1355,LC1SQ,SW620,NB10,NCIH526,NCIH2023,NCIH2052,LXF289,SNU475,FTC133,SW1573,SW982,YAPC,KINGS1,UMUC3,LS513,SW626,EFM19,CORL311,NO11,MDAMB436,SIMA,SW756,TE4,CAL120,LCLC103H,LU65,SISO,VMRCRCW,SW1271,SNU5,MFM223,OSC20,SKN,LS411N
AAAS,0.142101693,0.203987996,0.054322678,0.432684297,0.218813504,0.285004833,0.072925349,0.021834337,0.143499525,0.191324973,0.316057793,0.277757411,0.379525696,0.230349992,0.898284412,0.092567162,0.266482633,0.015970952,0.311139736,0.340286872,0.177457578,0.24919538,0.274699118,0.067310291,0.114837312,0.783085734,0.336089418,0.222680883,0.450999085,0.369011926,0.595460542,0.125643975,0.134526939,0.605990558,0.177665182,0.355530026,0.345312398,0.167512952,0.018239894,0.041565626,0.424348318,0.045219285,0.131852193,0.23994623,0.166327684,0.215645866,0.440015795,0.313080563,0.225521132,0.20388973,0.253031117,0.036453515,0.20223886,0.267189717,0.316848264,0.057968292,0.222624098,0.553969065,0.199495027,0.176406929,0.192342216,0.309444673,0.670868315,0.12468435,0.05996288,0.509437344,0.62340887,0.346503447,0.35742372,0.135716293,0.239938321,0.116451392,0.080045324,0.380368222,0.385893888,0.467539244,0.200209433,0.117080709,0.523132132,0.262113338,0.266864587,0.134392172,0.04767373,0.180766603,0.714457581,0.033618171,0.017042464,0.348054726,0.093280564,0.208509453,0.362874607,0.100703777,0.208074252,0.226131614,0.300280766,0.075952825,0.211599309,0.190531611,0.311235835,0.057256929,0.288107021,0.255456079,0.283096845,0.230511703,0.747411939,0.310249364,0.443891474,0.089304643,0.055431046,0.156599049,0.520144274,0.07192607,0.073759299,0.447123861,0.713629576,0.12091548,0.203738454,0.334387218,0.336013868,0.129880875,0.129050157,0.22523189,0.043865263,0.404192151,0.319464026,0.168978853,0.049140539,0.105835266,0.12666505,0.195524001,0.072419514,0.162097186,0.303557785,0.125330803,0.320575441,0.013719049,0.109596847,0.312037835,0.733960426,0.475739199,0.096198956,0.317143289,0.356478203,0.11341489,0.225220804,0.125374283,0.421768333,0.367238739,0.186783661,0.052351633,0.229575196,0.594458328,0.088644395,0.451977633,0.170201308,0.236213156,0.289792593,0.279983338,0.077539046,0.185467459,0.264860854,0.526745214,0.870581435,0.106584022,0.300274958,0.300392074,0.294636248,0.364469554,0.282478966,0.821953138,0.161238407,0.225719584,0.243982743,0.268414271,0.209965516,0.175135679,0.360193594,0.023790991,0.311114826,0.224490658,0.101950024,0.202710675,0.447418523,0.180379529,0.366342226,0.13866567,0.24033345,0.452743671,0.362807268,0.447577591,0.232340829,0.311766755,0.491666529,0.242609687,0.200067875,0.585079389,0.234109925,0.216441123,0.261000869,0.262648113,0.118199695,0.097670108,0.436613669,0.29841886,0.190349137,0.383441232,0.056736597,0.302684309,0.003530725,0.272934343,0.071289961,0.448527027,0.206038143,0.223998211,0.210676022,0.696352435,0.508390311,0.189310796,0.067676681,0.22339946,0.131046164,0.696806615,0.218351816,0.179008028,0.463040341,0.186522889,0.037666524,0.363353857,0.454546415,0.254446523,0.207684133,0.209782604,0.262945648,0.082295821,0.062190207,0.172267628,0.080156676,0.819295091,0.094793788,0.607504404,0.166496432,0.01975442,0.141437638,0.170818504,0.1102801,0.29555285,0.087978286,0.148270627,0.134698415,0.105159162,0.102517506,0.420034621,0.027303582,0.154592582,0.059856541
AAMP,0.94957684,0.90325558,0.958144412,0.944912313,0.579329819,0.838008876,0.985911695,0.963275249,0.972223454,0.932155997,0.959095649,0.990147677,0.980118894,0.935254588,0.922441771,0.972412422,0.94463177,0.961057889,0.974117771,0.884929539,0.982609353,0.963339478,0.941363177,0.965024221,0.968078541,0.978472442,0.962770053,0.953798907,0.862994268,0.948900124,0.931979043,0.992669434,0.969289985,0.910076686,0.967699038,0.967593406,0.908758161,0.892261705,0.825077437,0.973115557,0.953419218,0.860274776,0.972834195,0.98916349,0.91945407,0.841730088,0.653338182,0.978591785,0.08711453,0.968162015,0.848306273,0.938560146,0.840783091,0.945352276,0.832187755,0.890853714,0.999999249,0.948386584,0.938674641,0.947547187,0.950266786,0.931523832,0.950388286,0.966358231,0.898300585,0.965067252,0.891217524,0.844114225,0.886045465,0.960304286,0.967798433,0.991779403,0.936245109,0.915515956,0.915219625,0.964783594,0.968943508,0.979336497,0.97732776,0.926971693,0.956718326,0.396331356,0.795357234,0.920222006,0.926767916,0.859366149,0.925163387,0.985029443,0.99544696,0.816681106,0.924961884,0.981006875,0.944213924,0.972884913,0.965142894,0.894296153,0.965664769,0.957534041,0.973584799,0.907873142,0.884970452,0.956702861,0.949482826,0.993363731,0.906910161,0.92120336,0.967381695,0.865345922,0.968910365,0.984325247,0.953560528,0.542306046,0.930285702,0.981915055,0.950105469,0.952422753,0.266542908,0.958569374,0.971488671,0.951376919,0.958001719,0.975805641,0.985405781,0.981452319,0.971807271,0.984181412,0.967288928,0.994868336,0.992211232,0.946949819,0.974303072,0.979156786,0.990479381,0.925278276,0.949831968,0.929311542,0.969206246,0.921575508,0.87644163,0.969338888,0.948976298,0.982108997,0.947408068,0.905896833,0.983281677,0.973433916,0.904394056,0.973971853,0.97622527,0.973758859,0.954270255,0.954791729,0.203861487,0.941059651,0.965295451,0.959511089,0.962998242,0.952180836,0.51874878,0.962625546,0.829696785,0.93366749,0.93513392,0.934177441,0.983251861,0.979608236,0.975635951,0.966645702,0.976635327,0.848679709,0.950260356,0.786501539,0.92934291,0.998848923,0.944148002,0.93053214,0.999200922,0.965509505,0.349006106,0.965630859,0.748350835,0.965657383,0.627201661,0.949572713,0.962267455,0.960826532,0.890213327,0.955101055,0.930633967,0.316636575,0.916350513,0.92692966,0.956651341,0.891590105,0.975452992,0.954573519,0.960857674,0.944415482,0.606661019,0.955683935,0.913642086,0.977811412,0.948911819,0.992690947,0.973173842,0.977248458,0.753427861,0.99644644,0.988415995,0.989188976,0.954960867,0.988905019,0.970251937,0.972594925,0.977286011,0.933861541,0.955096888,0.870559924,0.991898767,0.963831231,0.964185013,0.923223778,0.990709185,0.961099743,0.902180312,0.959464914,0.953821246,0.975399944,0.837028249,0.807200951,0.959444011,0.922738331,0.932612065,0.957713567,0.732772986,0.968020462,0.939657547,0.969545326,0.906930425,0.965379179,0.97787743,0.995788185,0.915695831,0.958607987,0.223213795,0.698814164,0.927801312,0.931350965,0.960492209,0.960091645,0.561341973,0.546913813,0.97729457,0.886322784,0.900531133
AARS2,0.286271483,0.214260609,0.900795254,0.731368163,0.706927407,0.315496462,0.441409318,0.320549177,0.462570463,0.475323916,0.400838599,0.242478612,0.728036593,0.094746741,0.656073206,0.932249008,0.28901908,0.614128119,0.801099147,0.738571601,0.871056346,0.268214939,0.344558058,0.864972454,0.762789217,0.683619373,0.776602611,0.757039609,0.588507673,0.807955241,0.458003684,0.690215549,0.877945265,0.179105247,0.795620957,0.354921912,0.094333493,0.005659813,0.574231628,0.747081281,0.861069287,0.134304344,0.938004111,0.218157699,0.331662279,0.372258114,0.612318255,0.749207488,0.096657162,0.69404118,0.762903563,0.723745074,0.484727766,0.037692667,0.360924066,0.335002625,0.388018596,0.607795582,0.805554297,0.593461018,0.53980593,0.92152224,0.809633461,0.372377385,0.417094209,0.229058339,0.311926184,0.70250473,0.127483135,0.867012961,0.254838918,0.861537933,0.932820697,0.346694672,0.408325422,0.720632939,0.145951367,0.652199568,0.908314617,0.901859111,0.74872837,0.310857358,0.119934773,0.594863884,0.348602483,0.325057202,0.41327867,0.706956539,0.63773411,0.826797706,0.591556511,0.864417492,0.780496629,0.393955262,0.624966233,0.09241705,0.116032349,0.336465151,0.68508745,0.614609355,0.74570798,0.615479333,0.366031648,0.663688461,0.859488934,0.221593999,0.265051577,0.655733984,0.025210748,0.760544338,0.637825398,0.179200883,0.754898423,0.392842049,0.199413097,0.486821576,0.442645955,0.908418012,0.823569941,0.373371441,0.512223989,0.919459541,0.604457339,0.401870561,0.695132778,0.072084069,0.805131223,0.69471185,0.279818672,0.938390701,0.850687507,0.11880911,0.248192788,0.183829443,0.334042133,0.472876224,0.85891349,0.856022871,0.28809513,0.879606451,0.460831853,0.337512833,0.790040699,0.48667668,0.95451833,0.92706766,0.11160171,0.951318069,0.721617702,0.865476574,0.917792449,0.735027751,0.631972513,0.151015935,0.354023978,0.421705544,0.892606444,0.758929324,0.067245499,0.390563468,0.860788241,0.881593712,0.352131357,0.578803408,0.546745317,0.929999902,0.535006158,0.757785922,0.944250598,0.32687037,0.890717248,0.96313324,0.673141017,0.900497835,0.033288259,0.213095597,0.109122757,0.442957674,0.755271063,0.945460669,0.200587713,0.841785198,0.261165365,0.132196574,0.695071256,0.872105721,0.713553672,0.507797966,0.513423675,0.651066262,0.517426732,0.882048219,0.956951296,0.37438492,0.805595876,0.834709189,0.370930347,0.824564826,0.266768141,0.187217879,0.769077896,0.911521457,0.383610085,0.710877783,0.957127486,0.554292123,0.738143353,0.670992427,0.345756152,0.33182846,0.650687773,0.952757915,0.9433076,0.74257787,0.157090483,0.709703408,0.398831225,0.550427151,0.423929785,0.260817174,0.629602513,0.333776056,0.768292212,0.272906583,0.348210915,0.673325818,0.169334399,0.751525176,0.469995511,0.819324474,0.923108799,0.632772483,0.168444282,0.32899311,0.729129813,0.418267838,0.932074192,0.720603615,0.773613089,0.871963951,0.56625227,0.750165002,0.941484446,0.810683553,0.799691132,0.129917022,0.214416191,0.056901948,0.023069557,0.211772679,0.916558781,0.813880116,0.674777327,0.670354478,0.275919285
ABCB7,0.970821577,0.993193957,0.958805579,0.71160077,0.968150773,0.795505635,0.985278103,0.992142027,0.979253512,0.953908546,0.966453597,0.976093961,0.99522071,0.982747873,0.948165325,0.984794017,0.850344423,0.999929538,0.999635876,0.982315408,0.982950829,0.983833976,0.879030398,0.98756017,0.975587462,0.997667631,0.915644089,0.938656936,0.840256669,0.949050904,0.969839938,0.886630029,0.99541046,0.986556353,0.999276766,0.86045534,0.507097348,0.543936237,0.32763069,0.992971086,0.950351201,0.942792523,0.940987586,0.990737814,0.965303763,0.886664865,0.939779033,0.979180551,0.971448948,0.982329158,0.940564941,0.735408226,0.529083271,0.957857462,0.975016707,0.94386974,1,0.990670515,0.945828049,0.932696137,0.822976851,0.988765372,0.980639295,0.973038071,0.527654908,0.991830663,0.160178616,0.642564475,0.751324988,0.953298221,0.976936336,0.938329406,0.76877262,0.638004491,0.959821875,0.996514976,0.989173834,0.892402353,0.999687549,0.920646791,0.959196606,0.909754545,0.704097027,0.916103563,0.875466709,0.67357192,0.902527781,0.989302665,0.990028591,0.949925639,0.948460489,0.878243706,0.944530547,0.941697227,0.961285068,0.48375491,0.949247458,0.964774813,0.93169125,0.921215777,0.967642122,0.968736242,0.911694243,0.999883869,0.998751248,0.972485368,0.650879107,0.969154487,0.579411374,0.999150397,0.988238982,0.748355879,0.966114305,0.999458588,0.912325014,0.978107416,0.690555186,0.760823433,0.982408573,0.912639719,0.951059273,0.975960893,0.96928278,0.995290089,0.886708442,0.981937793,0.981978292,0.953093576,0.566080378,0.917675055,0.961332739,0.997273115,0.937367647,0.930274409,0.972434808,0.964919327,0.976772673,0.995086859,0.904180499,0.964717883,0.943008052,0.954316371,0.968459396,0.994343622,0.986526614,0.974815067,0.861463489,0.999642984,0.978873918,0.967582614,0.954206193,0.927588118,0.957778217,0.642689646,0.954275382,0.969602901,0.980314942,0.997882337,0.342243614,0.940139981,0.9202432,0.987607916,0.758390044,0.941939578,0.980465283,0.994162858,0.738264854,0.994136852,0.989687617,0.965527348,0.983033621,0.969074267,0.986346382,0.971124018,0.948657009,0.946572363,0.850367028,0.963956669,0.164012092,0.985176074,0.516990933,0.964298695,0.596978256,0.961557051,0.963558922,0.958513145,0.957889606,0.9776777,0.895118881,0.99561125,0.92946349,0.974140215,0.95772094,0.999343693,0.978612921,0.867787337,0.944808723,0.975080191,0.950761368,0.997454197,0.892109281,0.979168004,0.743513991,0.997812354,0.999949215,0.954770663,0.874946552,0.999347868,0.913815839,0.956183857,0.944967518,0.995923369,0.972945857,0.97325509,0.82608883,0.975709114,0.991261209,0.824090996,0.56052898,0.98011495,0.965910547,0.925359559,0.880629457,0.934182397,0.268038584,0.964038575,0.990508924,0.980926082,0.955328478,0.979974336,0.945438232,0.998376057,0.9161092,0.954909134,0.62475785,0.95887539,0.987542416,0.954813613,0.92264436,0.926410062,0.996824359,0.941216784,0.946215181,0.971213639,0.652565568,0.826790348,0.924794069,0.999272831,0.867509999,0.820714422,0.995411046,0.95778689,0.91966703,0.967149392,0.445420609
ABCF1,0.938868961,0.924340681,0.97117199,0.967436476,0.997584903,0.964025336,0.99275867,0.996045477,0.97945042,0.984816565,0.990681688,0.98346993,0.971147314,0.980522801,0.958287384,0.995469625,0.960639238,0.972573002,0.986414563,0.98692227,0.98216974,0.979045972,0.994611431,0.995049464,0.982956258,0.999146683,0.520823099,0.954611638,0.95256923,0.974817408,0.959955849,0.994033169,0.96925995,0.96806107,0.997040394,0.990742559,0.962740216,0.924026599,0.999752029,0.987765981,0.968601529,0.938536757,0.999972408,0.984354645,0.958906016,1,0.985612605,0.985566038,0.98068814,0.993158081,0.97993057,0.964483804,1,0.97095962,0.981768667,0.899731052,0.994801071,0.998605648,0.990666837,0.988901636,0.998034066,0.985180681,0.975557841,0.960576725,0.904525787,0.999604049,0.952731924,0.934382245,0.975943975,0.978934921,0.983900955,0.967421985,0.95062454,0.972417681,0.999512933,0.999401864,0.997700388,0.921172173,0.977195018,0.993204677,0.967931071,0.705466887,0.982724024,0.965129087,0.998818367,0.778042167,0.95481924,0.989217917,0.991864949,0.976752972,0.081009602,0.975206411,0.977714439,0.984795237,0.982552821,0.933583206,0.97039666,0.96495876,0.989733206,0.950035635,0.976482949,0.981608771,0.988434737,0.996936587,0.997737024,0.97350647,0.901151517,0.997993814,0.970913005,0.999544843,0.96081617,0.931573222,0.996364308,0.999652129,0.977279183,0.970122392,0.976770492,0.960367444,0.960989392,0.991444473,0.961725449,0.979643825,0.972153183,0.998113204,0.967174368,0.99541121,0.981934348,0.99787608,0.998571738,0.948267304,0.982669356,0.273701038,0.951613527,0.999649498,0.963397687,0.928669434,0.970078062,0.963771491,0.992378261,0.996294207,0.991597373,0.981284071,0.990564233,0.960585911,0.989838259,0.993156062,0.954811783,0.99998002,0.923647676,0.971174697,0.956902979,0.978421347,0.422695773,0.961769139,0.9940848,0.977698679,0.965655138,0.974372146,0.806261081,0.990512625,0.981687607,0.986863103,0.997228558,0.962005292,0.987105038,0.990887813,0.982423902,0.961963636,0.980554282,0.995220915,0.984223228,0.959463166,0.963686822,0.995667482,0.947981686,0.932621536,1,0.970384025,0.913481824,0.995903563,0.874714536,0.948713872,0.963659829,0.969130551,0.963478021,0.978880104,0.964659858,0.955378948,0.998871869,0.960358839,0.96587438,0.961478401,0.991114658,0.956014388,0.980367292,0.963600997,0.986677457,0.9409072,0.934076073,0.984232981,0.971235926,0.978410194,0.988269993,0.997948717,0.993378666,0.996048506,0.984169493,0.949742718,0.999960335,0.99965897,0.989921995,0.998249419,0.98987876,0.973277619,0.97259077,0.972115598,0.994247467,0.973294019,0.959155592,0.973662835,0.987671174,0.94296745,0.985234684,0.996949982,0.93201021,0.997298516,0.976857337,0.978570305,0.963040871,0.981879761,0.993821398,0.928668,0.979617429,0.982269952,0.968086677,0.984221528,0.994436953,0.976965788,0.946837566,0.994999485,0.986813681,0.942702675,0.950730548,0.995094761,0.978282486,0.990292385,0.899875038,0.969306182,0.999975903,0.984724149,0.982340089,0.992136177,0.991990554,0.997990066,0.959241409
ABI1,0.007327656,0.001019071,0.017658795,0.089475741,0.019939175,0.032052312,0.085083258,0.138466051,0.017847637,0.049571958,0.32915887,0.001875258,0.086715065,0.011102306,0.00920599,0.055279224,0.513708607,0.069713065,0.039940333,0.069341487,0.050395335,0.055786063,0.01348656,0.132902922,0.089739711,0.062781076,0.170350666,0.042414068,0.051213131,0.066585611,0.013954851,0.065220336,0.011842869,0.024224008,0.009331387,0.069020356,0.082446966,0.021369281,0.154460067,0.12547824,0.26686782,0.008428856,0.0775312,0.306095355,0.082481267,0.030036394,0.029377127,0.044692894,0.070976899,0.01447324,0.033691491,0.011577505,0.036689668,0.017511025,0.320304528,0.223254817,0.115696314,0.041327793,0.230919887,0.045778132,0.339693479,0.219003342,0.049604906,0.017898925,0.02372447,0.034424574,0.040342252,0.236662113,0.10235207,0.083163273,0.025843604,0.090147514,0.209382759,0.145311515,0.306814203,0.021322564,0.004939946,0.069746537,0.015196459,0.07659847,0.064270481,0.094027776,0.024042306,0.034762176,0.055449275,0.051603652,0.010350745,0.096761058,0.059237212,0.054256096,0.07371896,0.169599126,0.07818337,0.039114974,0.029372102,0.101103321,0.110288422,0.006905061,0.034493781,0.039326059,0.110066301,0.11851008,0.013790812,0.047786892,0.151404978,0.024683305,0.06714995,0.021489392,0.005729048,0.055281642,0.02446683,0.004479499,0.016316565,0.061810847,0.184699076,0.031521348,0.36339039,0.136883802,0.009859118,0.052921855,0.002472651,0.071090914,0.14335672,0.056450938,0.063668305,0.106211344,0.228285646,0.062157304,0.062079328,0.06076521,0.224166817,0.003175296,0.073446137,0.02358605,0.014157323,0.059266557,0.06470079,0.157828753,0.011993013,0.795114854,0.029055906,0.031001149,0.07716562,0.059179643,0.071956909,0.016894026,0.034987741,0.031122065,0.051596849,0.009044598,0.058580788,0.025778436,0.126200977,0.031116313,0.005525928,0.59581,0.022602846,0.045571144,0.020384253,0.124506578,0.302537536,0.130743484,0.075776643,0.041236636,0.038575588,0.038738733,0.099472416,0.150217244,0.023711328,0.121105695,0.003056625,0.108715917,0.442756391,0.480156405,0.025309861,0.006008157,0.048409827,0.017971669,0.02492372,0.0366518,0.008099891,0.039555877,0.037623867,0.06398595,0.075317651,0.112717722,0.075618116,0.208987602,0.074822148,0.015088582,0.083125181,0.09021259,0.102464785,0.016164988,0.00338342,0.060846424,0.009139842,0.647218616,0.015682101,0.004329609,0.229171725,0.013246392,0.012501514,0.014388944,0.063263759,0.068157649,0.011156864,0.264433117,0.11771407,0.011183674,0.03331836,0.092721777,0.027719367,0.016295041,0.160976239,0.003045225,0.199460462,0.02653689,0.002275987,0.081756299,0.008488909,0.153606757,0.02751308,0.153157114,0.008433519,0.057743736,0.034014497,0.05160917,0.022435185,0.023762292,0.032313082,0.010204875,0.115196978,0.024376837,0.056740579,0.012678706,0.106880221,0.079090548,0.042270223,0.050379778,0.092174996,0.033423089,0.024207984,0.072664852,0.02883058,0.036232061,0.010840449,0.282377528,0.012234531,0.020216204,0.031397657,0.027222379,0.003432972,0.013852451,0.052833083
ACACA,0.277027421,0.275054051,0.093031245,0.582682533,0.150158271,0.284879166,0.787567557,0.014205598,0.173480021,0.220103969,0.506751219,0.168307544,0.835826849,0.428833198,0.023836414,0.77704257,0.894883527,0.707848906,0.199465782,0.914369088,0.307602309,0.071614224,0.145890085,0.920586716,0.162882759,0.841111498,0.381704122,0.285612237,0.576657062,0.382860764,0.452515242,0.602471854,0.664354195,0.420677555,0.305214005,0.228496401,0.110416555,0.333298307,0.377210675,0.36073751,0.754752479,0.155920611,0.938442263,0.87805553,0.263614037,0.968638627,0.78789024,0.485600684,0.385935725,0.141811582,0.721651811,0.110306613,0.429504698,0.93016328,0.534921245,0.150114562,0.131850993,0.333995201,0.924501281,0.408258174,0.930977935,0.935224844,0.424694953,0.756136306,0.206095419,0.802621049,0.04157034,0.806882645,0.815655974,0.772983177,0.412762375,0.683422116,0.212411712,0.261940621,0.895344354,0.055262721,0.099657733,0.095657205,0.172625175,0.502936426,0.438277505,0.335516419,0.780722605,0.127440098,0.344588849,0.390829876,0.942535083,0.454241804,0.626231721,0.840559036,0.526069336,0.963650757,0.408960307,0.195955712,0.234559288,0.182431985,0.433298919,0.592364061,0.717163522,0.102079421,0.36443845,0.93065854,0.160812037,0.224626776,0.552426062,0.591279629,0.058375254,0.215437586,0.819426799,0.351985734,0.279854731,0.130632927,0.712952128,0.253470235,0.18555946,0.462890096,0.300920782,0.148739225,0.00782012,0.343917739,0.269234417,0.871241248,0.077502588,0.444988996,0.233625409,0.260153204,0.075889973,0.578275443,0.617963838,0.116297599,0.807978575,0.011322135,0.900118548,0.43747688,0.383240168,0.257233838,0.258612394,0.338753583,0.390636665,0.934756109,0.82318105,0.32084147,0.686814524,0.248981257,0.360752015,0.857659349,0.412480907,0.208887944,0.156285612,0.358585831,0.372306899,0.550080248,0.075414579,0.464617117,0.493895505,0.627089865,0.37873394,0.547283189,0.098628987,0.76015564,0.541875147,0.658749351,0.019583629,0.242363768,0.185608797,0.134911496,0.500169817,0.785767083,0.155200085,0.248950034,0.624355782,0.137018741,0.158725179,0.912415355,0.049191385,0.515211024,0.19049241,0.784427093,0.357178108,0.251542992,0.255875983,0.838140512,0.202577418,0.243923645,0.7318487,0.640521624,0.624336027,0.735146482,0.446562525,0.131862538,0.639363224,0.203876138,0.363918414,0.727597509,0.716666889,0.878960698,0.274815495,0.897256994,0.350807981,0.789328988,0.273912873,0.747452357,0.161466149,0.061199283,0.061693089,0.737210412,0.227265295,0.830492798,0.61773901,0.524942263,0.579624919,0.778098293,0.403804865,0.251591877,0.257055909,0.022049937,0.042515087,0.643219665,0.026600814,0.634630178,0.358838767,0.433715136,0.269863476,0.025230757,0.630811342,0.738835626,0.53885798,0.603347782,0.86256806,0.34517169,0.16062425,0.433124852,0.358497026,0.633546229,0.42830096,0.937551083,0.962688043,0.121009528,0.137246101,0.461932468,0.574312578,0.647934457,0.521478127,0.834893477,0.766890309,0.937716175,0.103265738,0.804152539,0.024944206,0.326755629,0.083311308,0.206830579,0.449014064,0.062198511,0.162880286
ACAD9,0.411143785,0.305153144,0.483875914,0.17498768,0.112627099,0.293619698,0.685930897,0.025072657,0.296022626,0.425521139,0.461802003,0.400492986,0.380556455,0.221629698,0.392242498,0.903184853,0.468863505,0.221308779,0.276828354,0.21730828,0.115823545,0.095970003,0.170132919,0.415079263,0.428693692,0.74018298,0.166365008,0.378482058,0.457038721,0.388148742,0.169512511,0.621850205,0.14501508,0.087901511,0.440725633,0.23006392,0.121027825,0.045382083,0.36518152,0.339406947,0.841203941,0.404444625,0.422940886,0.341598594,0.197128475,0.036815449,0.059915354,0.38953513,0.043996338,0.609482298,0.33971724,0.215001271,0.263859649,0.132395921,0.24060936,0.233826127,0.630904157,0.375918938,0.362514182,0.130581283,0.401325836,0.195634701,0.460554419,0.571788214,0.056332791,0.398083884,0.175523849,0.442012617,0.35348618,0.614976693,0.187016339,0.469743785,0.417340549,0.139767835,0.029341323,0.575959227,0.220406095,0.071794635,0.642170603,0.383162469,0.382467496,0.030045385,0.11656889,0.107231388,0.245318318,0.365358296,0.026821565,0.333051355,0.236544002,0.361498784,0.315418259,0.971387886,0.444775665,0.181454521,0.293764077,0.082612216,0.066180993,0.16398393,0.245290587,0.401060123,0.17533221,0.389681184,0.07585623,0.320517638,0.299040389,0.482308339,0.049098199,0.483960893,0.043278248,0.416146633,0.067682724,0.045376265,0.809839102,0.547076197,0.275749426,0.028057068,0.204182043,0.619763661,0.709356253,0.198626585,0.213316245,0.716128274,0.359655885,0.234739923,0.117775326,0.122308438,0.03168828,0.822868808,0.340030196,0.438205873,0.234815959,0.023641636,0.352572976,0.051165618,0.194039643,0.188431711,0.848312545,0.420141428,0.173009343,0.664158895,0.480279469,0.074318894,0.083136291,0.786115067,0.817174694,0.488837211,0.099077316,0.664934488,0.083986504,0.727760238,0.796480183,0.575809601,0.180116433,0.417936652,0.161230768,0.106519634,0.620493485,0.157461976,0.090505716,0.23831664,0.26720751,0.784505055,0.548417086,0.529299108,0.320154044,0.819824186,0.387017079,0.05301982,0.888770467,0.178098628,0.79480624,0.510021849,0.416511905,0.035088792,0.301717893,0.461853741,0.087656862,0.317213851,0.098082516,0.537423112,0.029886566,0.144959279,0.307516641,0.016189782,0.201010171,0.645610321,0.297899364,0.508119742,0.34489526,0.213575283,0.126502795,0.55852588,0.629790926,0.104234676,0.608813832,0.381910542,0.241172996,0.075756506,0.172966007,0.520419027,0.109379594,0.523865366,0.027228579,0.06919752,0.742371447,0.447792975,0.535193414,0.80418156,0.448724668,0.150604568,0.173858242,0.957927062,0.670248844,0.095178032,0.306867495,0.33495438,0.129664585,0.673023098,0.22971112,0.13389062,0.062220776,0.61271957,0.560497742,0.404658986,0.123765598,0.052818672,0.06577974,0.323101148,0.436797739,0.294117217,0.337160532,0.092146262,0.148703116,0.07734013,0.286465649,0.465972208,0.515067132,0.225415752,0.217336416,0.503978723,0.141576684,0.454005408,0.899164432,0.366082508,0.233112249,0.098765439,0.050819032,0.129182652,0.034637781,0.010404452,0.092386898,0.051235637,0.409803106,0.10334664,0.054732409
